,"Région","Dpt","FINNES","Raison.sociale","Complement.distribution","Adresse","Lieudit.BP","Code.postal","Libelle.routage","Tel","nom correspondant","mail","logiciel","editeur","RPU (OUI/NON)","Remarque"
75,"PACA","Bouches du Rhône",130785652,"HOPITAL ST JOSEPH",,"26 BOULEVARD DE LOUVAIN",,13008,"MARSEILLE","04 91 80 65 00 ","SI LIMOZIN Isabelle","ilimozin@hopital-saint-joseph.fr","TU-ORUPACA",,"OUI",
76,"PACA","Bouches du Rhône",130786361,"POLYCLINIQUE DU PARC RAMBOT",,"2 AVENUE DR AURIENTIS","BP 360",13626,"AIX EN PROVENCE CEDEX 1","04 42 33 88 00 ","RSI CAMI Michel","m.cami@ppr13.com","TU-ORUPACA",,"OUI",
77,"PACA","Bouches du Rhône",130786742,"HIA LAVERAN",,"34 BOULEVARD LAVERAN","BP 60149",13384,"MARSEILLE CEDEX 13","04 91 61 70 00 ","DSIO AUBERT Stéphane","stephane.aubert@intradef.gouv.fr","TU-ORUPACA",,"NON","prévu pour septembre 2014"
78,"PACA","Bouches du Rhône",130804297,"APHM HOPITAL LA TIMONE ENFANTS",,"264 RUE SAINT PIERRE",,13385,"MARSEILLE CEDEX 05","04 91 38 00 00 ","SI WIRAMUS Serge","serge.wiramus@ap-hm.fr","TU-ORUPACA",,"OUI",
579,"PACA","Var",830000279,"CH JEAN MARCEL DE BRIGNOLES",,"TRAVERSE DES CAPUCINS","BP 301",83177,"BRIGNOLES CEDEX","04 94 72 66 00 ","CS Dr BAR Christian","c.bar@ch-brignoles.fr","TU-ORUPACA",,"OUI",
580,"PACA","Var",830000287,"CH LA DRACENIE DE DRAGUIGNAN",,"ROUTE DE MONTFERRAT","BP 249",83007,"DRAGUIGNAN CEDEX","04 94 60 50 00 ","DSIO GRELIER Eliane ","eliane.grelier@ch-draguignan.fr","TU-ORUPACA",,"OUI",
581,"PACA","Var",830000295,"CH DE HYERES MARIE JOSEE TREFFOT",,"AVENUE MARECHAL JUIN","BP 82",83407,"HYERES CEDEX","04 94 00 24 00 ","DSIO DE BOISGELIN Anne","adeboisgelin@ch-hyeres.fr","TU-ORUPACA",,"OUI",
582,"PACA","Var",830000311,"CHI DE FREJUS SAINT RAPHAEL",,"240 AVENUE DE SAINT LAMBERT","BP 110",83608,"FREJUS CEDEX","04 94 40 21 21 ","DSIO TOUREILLES Jean-marc","jmt@chi-fsr.fr","TU-ORUPACA",,"OUI",
583,"PACA","Var",830000337,"CENTRE HOSPITALIER DE SAINT TROPEZ","POLE SANTE DU GOLFE DE ST TROPEZ","559 ROND POINT GAL DIEGO BROSSET",,83580,"GASSIN","04 98 12 50 00 ","DSIO TURBATTE Jean-Christophe ","jturbatte@ch-saint-tropez.fr","TU-ORUPACA",,"OUI",
584,"PACA","Var",830000345,"CHITS CH SAINTE MUSSE",,"54 RUE HENRI SAINTE CLAIRE DEVILLE","CS 31412",83056,"TOULON CEDEX","04 94 14 55 55 ","DSIO ARNAULD DES LIONS Thibaud","thibaud.arnauld-des-lions@ch-toulon.fr","TU-ORUPACA",,"OUI",
585,"PACA","Var",830100574,"HIA SAINTE ANNE",,"BOULEVARD SAINTE ANNE","BP 20545",83041,"TOULON CEDEX 9","04 83 16 20 14 ","SI GINESTE Franck","franck.gineste@intradef.gouv.fr","RESURGENCES",,"OUI",
586,"PACA","Var",830100608,"CHITS CH GEORGE SAND LA SEYNE SUR MER",,"AVENUE JULES RENARD",,83507,"LA SEYNE SUR MER CEDEX","04 94 11 30 00 ","DSIO ARNAULD DES LIONS Thibaud","thibaud.arnauld-des-lions@ch-toulon.fr","TU-ORUPACA",,"OUI",
587,"PACA","Var",830200523,"POLYCLINIQUE MUTUALISTE MALARTIC","QUARTIER DARBOUSSAN","203 CHEMIN DE FAVEYROLLES","BP 221",83192,"OLLIOULES CEDEX","04 94 89 89 62 ","RSI SOUCHON David","david-souchon@mfvar.fr","TU-ORUPACA",,"OUI",
588,"PACA","Vaucluse",840000343,"CENTRE HOSPITALIER DU PAYS D'APT",,"ROUTE DE MARSEILLE","BP 172",84405,"APT CEDEX","04 90 04 33 33 ","SI BOUCHAGE Laurent","laurent.bouchage@ch-apt.fr","TU-ORUPACA",,"OUI",
589,"PACA","Vaucluse",840000392,"CENTRE HOSPITALIER DE CARPENTRAS",,"ROND POINT DE L'AMITIE","BP 263",84208,"CARPENTRAS CEDEX","04 32 85 88 88 ","DSIO CHAREYRON Jacques ","j.chareyron@ch-carpentras.fr","TU-ORUPACA",,"OUI",
590,"PACA","Vaucluse",840000418,"CHI DE CAVAILLON LAURIS",,"119 AVENUE GEORGES CLEMENCEAU","BP 50157",84304,"CAVAILLON CEDEX","04 90 78 85 00 ","DSIO SOL Hélène","hsol@ch-avignon.Fr","TU-ORUPACA",,"OUI",
591,"PACA","Vaucluse",840000483,"CH LOUIS GIORGI D'ORANGE",,"AVENUE DE LAVOISIER","BP 184",84106,"ORANGE CEDEX","04 90 11 22 22 ","DSIO FERRET Caroline","cferret@ch-orange.fr","TU-ORUPACA",,"OUI",
592,"PACA","Vaucluse",840000491,"SITE DE PERTUIS",,"58 RUE DE CROZE","BP 110",84123,"PERTUIS CEDEX","04 90 09 42 42 ","DSIO MILON Paul","pmilon@ch-aix.fr","TU-ORUPACA",,"OUI",
593,"PACA","Vaucluse",840000525,"CH VAISON LA ROMAINE",,"18 RUE GRAND'RUE","BP 73",84110,"VAISON LA ROMAINE","04 90 36 04 58 ","RSI RAOULT Olivier","o.raoult@ch-vaison.fr","TU-ORUPACA",,"OUI",
594,"PACA","Vaucluse",840000533,"CH JULES NIEL DE VALREAS",,"COURS TIVOLI","BP 97",84607,"VALREAS CEDEX","04 90 28 51 51 ","RSI BEUF Laurent","l.beuf@ch-valreas.fr","TU-ORUPACA",,"OUI",
595,"PACA","Vaucluse",840001861,"CH D'AVIGNON HENRI DUFFAUT",,"305 RUE RAOUL FOLLEREAU",,84902,"AVIGNON CEDEX 9","04 32 75 33 33 ","DSIO SOL Hélène","hsol@ch-avignon.Fr","TU-ORUPACA",,"OUI",
301,"PAYS DE LA LOIRE","Maine et Loire",490000049,"CHU D' ANGERS :SITE LARREY",,"4 RUE LARREY",,49933,"ANGERS CEDEX 9","02 41 35 36 37 ou 3715",,"bemazet@chu-angers.fr","URQUAL",,"OUI",
302,"PAYS DE LA LOIRE","Maine et Loire",490000635,"CENTRE HOSPITALIER DE CHOLET",,"1 RUE MARENGO",,49325,"CHOLET CEDEX","02 41 49 60 00 ou 65 19",,"urgences-smur@ch-cholet.fr
burno.poujol@ch-cholet.fr","CORA
","CORA urgences","OUI",
303,"PAYS DE LA LOIRE","Maine et Loire",490001765,"CENTRE HOSPITALIER DE SAUMUR",,"ROUTE DE FONTEVRAUD","BP 100",49403,"SAUMUR CEDEX","02 41 53 31 20 OU 01","Dr. Philippe LELOUP","secretariat.urgences@ch-saumur.fr
philippe.leloup@ch-saumur.fr","CLINICOM",,"OUI",
304,"PAYS DE LA LOIRE","Maine et Loire",490014909,"CLINIQUE DE L'ANJOU",,"9 RUE DE L HIRONDELLE",,49044,"ANGERS CEDEX 01","02 41 44 71 71 ",,,,,,
324,"PAYS DE LA LOIRE","Mayenne",530000017,"CENTRE HOSPITALIER DU HAUT ANJOU",,"1 QUAI G LEFEVRE","BP 405",53204,"CHATEAU GONTIER CEDEX","02 43 09 33 33 OU 40","Dr. Maryse ROUCHET","drh@ch-hautanjou.fr (direction)","MAIL ATTENTE REPONSE",,,
325,"PAYS DE LA LOIRE","Mayenne",530000173,"CENTRE HOSPITALIER NORD MAYENNE","CS 60102","229 BOULEVARD PAUL LINTIER",,53103,"MAYENNE CEDEX","02 43 08 73 00 ou 34",,"soins.urgences@ch-mayenne.fr
mlignel@ch-mayenne.fr","MAIL ATTENTE REPONSE",,,
326,"PAYS DE LA LOIRE","Mayenne",530000264,"CENTRE HOSPITALIER DE LAVAL",,"33 RUE DU HAUT ROCHER","BP 1525",53015,"LAVAL CEDEX","02 43 66 50 00 ","Dr. laurent CHABOT","urgences.secretariat@chlaval.fr
laurent.chabot@chlaval.fr","MAIL ATTENTE REPONSE",,,
483,"PAYS DE LA LOIRE","Sarthe",720000033,"CENTRE HOSPITALIER DU MANS",,"194 AVENUE RUBILLARD",,72037,"LE MANS CEDEX 9","02 43 43 43 43 ou 24 20",,"jchoukroun@ch-lemans.fr","URQUAL","(migration vers ORBIS en cours) gynéco mat : ORBIS (pas de RPU)","OUI ",
484,"PAYS DE LA LOIRE","Sarthe",720000124,"CENTRE HOSPITALIER CHATEAU DU LOIR",,"5 ALLEE SAINT MARTIN","BP 129",72500,"CHATEAU DU LOIR","02 43 44 77 77 ","Véronique PAPILLON (CDS)","vpapillon@ch-chateauduloir.fr","MAIL ATTENTE REPONSE","
",,
485,"PAYS DE LA LOIRE","Sarthe",720000470,"CENTRE HOSPITALIER MAMERS",,"ROUTE DU MESLE SUR SARTHE","BP 69",72600,"MAMERS","02 43 31 31 31 ","directeur","jcbeucher@ch-alencon.fr","CORA","CORA urgences","OUI",
486,"PAYS DE LA LOIRE","Sarthe",720000520,"CENTRE HOSPITALIER ST CALAIS",,"2 RUE DE LA PERRINE",,72120,"ST CALAIS","02 43 63 64 65 ou 75 03","Dr. Lhassan TAHRAOUI","ltahraoui@ctcalais.fr","MAIL ATTENTE REPONSE",,,
487,"PAYS DE LA LOIRE","Sarthe",720001437,"CENTRE HOSPITALIER LA FERTE BERNARD",,"56 AVENUE PIERRE BRULE","BP 13",72401,"LA FERTE BERNARD CEDEX","02 43 71 61 51 ","Dr. ABDELKADER BOUNAAMA","a.bounaama@ch-laferte-bernard.fr","MAIL ATTENTE REPONSE",,,
488,"PAYS DE LA LOIRE","Sarthe",720016179,"POLE SANTE SARTHE ET LOIR",,"LA CHASSE DU POINT DU JOUR",,72200,"LE BAILLEUL","02 44 71 30 00 ",,,,,,
489,"PAYS DE LA LOIRE","Sarthe",720017748,"CENTRE MEDICO-CHIRURGICAL DU MANS","POLE SANTE SUD","28 RUE DE GUETTELOUP",,72058,"LE MANS CEDEX 2","02 43 78 38 38 ",,,,,,
596,"PAYS DE LA LOIRE","Vendée",850000118,"CLINIQUE SAINT CHARLES","DOMAINE DU COTEAU","11 BOULEVARD RENE LEVESQUE","BP 669",85016,"LA ROCHE SUR YON CEDEX","02 51 44 44 44 ",,,,,,
597,"PAYS DE LA LOIRE","Vendée",850000142,"CENTRE HOSPITALIER-SITE LA ROCHE/YON","LES OUDAIRIES","BOULEVARD STEPHANE MOREAU",,85925,"LA ROCHE SUR YON CEDEX 9","02 51 44 61 61 ",,"secretariat.urgences@chd-vendee.fr
philippe.fradin@chd-vendee.fr","RESURGENCE",,"OUI",
598,"PAYS DE LA LOIRE","Vendée",850000175,"CH LVO :SITE DE  CHALLANS","CH LOIRE VENDEE OCEAN","BOULEVARD GUERIN","BP 219",85302,"CHALLANS CEDEX","02 51 49 50 00 ",,,,,,
599,"PAYS DE LA LOIRE","Vendée",850000209,"CENTRE HOSPITALIER -SITE DE LUCON",,"41 RUE HENRY RENAUD","BP 159",85407,"LUCON CEDEX","02 51 28 33 33 ",,"secretariat.urgences.lucon@chd-vendee.fr
philippe fradin","RESURGENCE",,"OUI",
600,"PAYS DE LA LOIRE","Vendée",850000225,"CENTRE HOSPITALIER -SITE DE MONTAIGU",,"54 RUE SAINT JACQUES","BP 259",85602,"MONTAIGU CEDEX","02 51 45 40 00 ",,"urgences.smur.montaigu@chd-vendee.fr","RESURGENCE",,"OUI",
601,"PAYS DE LA LOIRE","Vendée",850000241,"CENTRE HOSPITALIER COTE DE LUMIERE",,"4 RUE JACQUES MONOD",,85340,"OLONNE SUR MER","02 51 21 85 80 ",,"christophe.legal@ch-cotedelumierer.fr","MAIL ATTENTE REPONSE",,,
602,"PAYS DE LA LOIRE","Vendée",850009630,"CH FONTENAY SITE POLE SANTE SUD VENDEE",,"11 RUE DU DOCTEUR RENE LAFORGE",,85200,"FONTENAY LE COMTE",,"Dr Cyril COUILLARD","c.couillard@chfontenaylecomte.fr","MAIL ATTENTE REPONSE",,,
6,"PICARDIE","Aine",20000089,"CH GUISE",,"858 RUE DES DOCTEURS DEVILLERS",,2120,"GUISE","03 23 51 55 55 ou 12","Dr. F NASR","accueil.urgence@ch-guise.f","MAIL ATTENTE REPONSE",,,
7,"PICARDIE","Aine",20000162,"CH SAINT-QUENTIN",,"1 RUE MICHEL DE L'HOSPITAL","BP 608",2321,"ST QUENTIN CEDEX","03 23 06 73 30 ou 72 02","Dr. F NASR","sau@ch-stquentin.fr
f.nasr@ch-stquentin.fr","MAIL ATTENTE REPONSE",,,
8,"PICARDIE","Aine",20000394,"CH LAON",,"33 RUE MARCELIN BERTHELOT",,2001,"LAON CEDEX","03 23 24 33 33 ou 34 14","Dr. Eric MENOT","secret.sau@ch-laon.fr
eric.menot@ch-laon.fr","MAIL ATTENTE REPONSE",,,
9,"PICARDIE","Aine",20000519,"CH SOISSONS",,"46 AVENUE DU GÃ‰NÃ‰RAL DE GAULLE",,2209,"SOISSONS CEDEX","03 23 75 70 70 ou 7270","Dr. Michel LEPORI","michel.lepori@ch-soissons.fr","MAIL ATTENTE REPONSE",,,
10,"PICARDIE","Aine",20000535,"CH CHAUNY",,"94 RUE DES ANCIENS COMBATTANTS",,2303,"CHAUNY CEDEX","03 23 38 55 00 ou 89 32","Dr. Jean Pierre RAJAONARIVONY","saru@ch-chauny.fr
jean-pierre.rajao@ch-chauny.fr","MAIL ATTENTE REPONSE",,,
11,"PICARDIE","Aine",20001061,"CH CHÃ‚TEAU-THIERRY",,"ROUTE DE VERDILLY",,2400,"CHATEAU THIERRY","03 23 69 66 00 ou 77","Dr. Nasri FIANI","nasri-fiani@ch-chateau-thierry.fr","MAIL ATTENTE REPONSE",,,
12,"PICARDIE","Aine",20001087,"CH HIRSON",,"40 RUE AUX LOUPS",,2500,"HIRSON","03 23 58 82 82 ou 83 01","Dr. L. KHALAF","dtheatre@ch-hirson.fr
lkhalaf@ch-hirson.fr","MAIL ATTENTE REPONSE",,,
13,"PICARDIE","Aine",20010047,"POLYCLINIQUE SAINT CLAUDE",,"1 BOULEVARD DU DOCTEUR SCHWEITZER","BP 448",2109,"ST QUENTIN CEDEX","03 23 64 50 02 ",,,,,,
384,"PICARDIE","Oise",600000053,"CH GHPSO SENLIS",,"4 AVENUE PAUL ROUGé","BP 121",60309,"SENLIS CEDEX","03 44 21 70 00 ou 72 20","Dr Loic PEN","christine.siran@ch-senlis.fr
loic.pen@ch-creil.fr","MAIL ATTENTE REPONSE",,,
385,"PICARDIE","Oise",600000186,"CH CLERMONT",,"RUE FréDéRIC RABOISSON",,60600,"CLERMONT de l'Oise","03 44 77 33 00 ou 36 61","Dr Eric CHARPENTIER","maria.escher@ch-clermont.fr
eric.charpentier@ch-clermont.fr","CRISTALNET-DMU",,"NON",
386,"PICARDIE","Oise",600000194,"CH BEAUVAIS",,"40 AVENUE LEON BLUM","BP 40 319",60021,"BEAUVAIS CEDEX","03 44 11 21 21 ou 73","Dr T RAMAHERISON","t.ramaherison@ch-beauvais.fr","MAIL ATTENTE REPONSE",,,
387,"PICARDIE","Oise",600000285,"CH CHICN NOYON",,"AVENUE D'ALSACE LORRAINE","BP 159",60406,"NOYON CEDEX","03 44 44 42 22 ","Dr.M TARZOUT","m.tarzout@ch-compiegnenoyon.fr","MAIL ATTENTE REPONSE",,,
388,"PICARDIE","Oise",600000467,"CH GHPSO CREIL",,"BOULEVARD LAENNEC","BP 72",60109,"CREIL CEDEX 1","03 44 61 60 00 ","D. Loic PEN",,,,,
389,"PICARDIE","Oise",600100754,"POLYCLINIQUE SAINT COME",,"7 RUE JEAN-JACQUES BERNARD","BP 70 409",60204,"COMPIEGNE CEDEX","03 44 92 43 43 ",,,,,,
390,"PICARDIE","Oise",600113476,"CH CHICN COMPIEGNE","ZAC DE MERCIÃˆRE - ZONE 3","8 AVENUE HENRI ADNOT","BP 50 029",60321,"COMPIEGNE CEDEX","03 44 23 60 00 ","Dr O BELKHODJA","urgences.secretariat@ch-compiegnenoyon.fr
o.belkhodja@ch-compiegnenoyon.fr","MAIL ATTENTE REPONSE",,,
565,"PICARDIE","Somme",800000143,"CH ABBEVILLE",,"43 RUE DE L'ISLE",,80142,"ABBEVILLE CEDEX","03 22 25 52 00 ou 53 66","Dr Michel KFOURY","kfoury.michel@ch-abbeville.fr","MAIL ATTENTE REPONSE",,,
566,"PICARDIE","Somme",800000192,"CHU AMIENS NORD","DIRECTION GÃ‰NÃ‰RALE","PLACE VICTOR PAUCHET",,80054,"AMIENS CEDEX 1","03 22 66 80 00 ou 38","Dr Christine AMMIRATI","sau.secretariat@chu-amiens.fr
christine.ammirati@chu-amiens.fr","MAIL ATTENTE REPONSE",,,
567,"PICARDIE","Somme",800000226,"CH DOULLENS",,"RUE DE ROUTEQUEUE","BP 90 031",80600,"DOULLENS","03 22 32 33 33 ou 90","Dr P BONELLE","surgences@ch-doullens.fr
pbonelle@ch-doullens.fr","NON INFORMATISE","DXCARE en projet","OUI ",
568,"PICARDIE","Somme",800000390,"CH CHIMR MONTDIDIER",,"25 RUE AMAND DE VIENNE",,80500,"MONTDIDIER","03 22 78 70 00 ou 37","Dr Karine MELI-TENKE","sabine.lion@ch-montdidier.fr
karine.meli-tenke@ch-montididier.fr","MAIL ATTENTE REPONSE",,,
569,"PICARDIE","Somme",800000432,"CH PERONNE",,"PLACE DU JEU DE PAUME","BP 90 079",80201,"PERONNE CEDEX","03 22 83 60 00 ou 96","Dr F CHEHAB","cwaynel@ch-peronne.fr (CDS)
fchehab@ch-peronne.fr","MAIL ATTENTE REPONSE",,,
570,"PICARDIE","Somme",800015729,"SAS DE CARDIOLOGIES ET URGENCES",,"5 ALLEE DES PAYS BAS",,80090,"AMIENS","03 60 12 52 00 ",,,,,,
560,"POITOU CHANRENTES","Deux sèvres",790000087,"CENTRE HOSPITAL. GEORGES RENON",,"40 AVENUE CHARLES DE GAULLE",,79021,"NIORT CEDEX","05 49 32 79 79 ou 78 30 13",,"urgences@ch-niort.fr
farnam.faranpour@ch-niort.fr","MAIL ATTENTE REPONSE",,,
561,"POITOU CHANRENTES","Deux sèvres",790000095,"SITE HOSPITALIER DE BRESSUIRE",,"RUE DU DOCTEUR ICHON","BP 60",79302,"BRESSUIRE CEDEX","05 49 68 49 68 ou 30 08","Dr F PAIN","urgences.br@chnds.fr
painfr@gmail.fr","MAIL ATTENTE REPONSE",,,
562,"POITOU CHANRENTES","Deux sèvres",790000103,"SITE HOSPITALIER DE PARTHENAY",,"13 RUE DE BROSSARD","BP 199",79205,"PARTHENAY CEDEX","05 49 68 49 68 ou 31 09","Dr F PAIN","sonnard.vanessa@chnds.fr
frederic.pain@gmail.com","MAIL ATTENTE REPONSE",,,
563,"POITOU CHANRENTES","Deux sèvres",790003537,"SITE HOSPITALIER DE THOUARS",,"2 RUE DU DOCTEUR ANDRE COLAS","BP 181",79103,"THOUARS CEDEX","05 49 68 49 68 ou 30 52","Dr P LEVEAU","urgences.th@chnds.fr
leveau.philippe@chnds.fr","MAIL ATTENTE REPONSE",,,
564,"POITOU CHANRENTES","Deux sèvres",790009948,"POLYCLINIQUE D'INKERMANN",,"84 ROUTE D AIFFRES","BP 182",79006,"NIORT CEDEX","05 49 34 26 26 ",,,,,,
603,"POITOU CHANRENTES","Vienne",860000025,"GH NORD-VIENNE - SITE DE CHATELLERAULT",,"RUE DU DOCTEUR LUC MONTAGNIER","BP 669 ROCADE-EST",86106,"CHATELLERAULT CEDEX","05 49 02 90 90 ou 72","Dr Said ELBADRI","said.elbadri@ch-chatellerault.fr","MAIL ATTENTE REPONSE",,,
604,"POITOU CHANRENTES","Vienne",860000033,"GH NORD-VIENNE - SITE DE LOUDUN",,"3 RUE DES VISITANDINES","BP 101",86206,"LOUDUN CEDEX","05 49 98 42 42 ou 43 22","Dr Jourdain DE MUIZON","jourdaindemuizon@ch-loudun.fr","MAIL ATTENTE REPONSE",,,
605,"POITOU CHANRENTES","Vienne",860000058,"CENTRE HOSPITALIER DE MONTMORILLON",,"2 RUE HENRI DUNANT","BP 65",86500,"MONTMORILLON","05 49 83 83 83 ou 53","Dr DELANNOY","urgences@ch-montmorillon.fr","MAIL ATTENTE REPONSE",,,
606,"POITOU CHANRENTES","Vienne",860000223,"CHU LA MILETRIE",,"2 RUE DE LA MILETRIE","CS 90577",86021,"POITIERS CEDEX","05 49 44 44 44 ou 40 33","Dr jean Yves LARDEUR","rose-marie.loiseau@chu-poitiers.fr
j.y.lardeur@chu-poitiers.fr","RESURGENCES",,"OUI",
607,"POITOU CHANRENTES","Vienne",860010321,"POLYCLINIQUE DE POITIERS",,"1 RUE DE LA PROVIDENCE",,86000,"POITIERS","05 49 61 70 00 ",,,,,,
93,"POITOU CHANRENTES","Charente",160000253,"CENTRE HOSPITALIER D'ANGOULEME",,"ROND POINT DE GIRAC","CS 55015 SAINT-MICHEL",16959,"ANGOULEME CEDEX 9","05 45 24 40 40 ou 42 56","Dr rémy LOYANT","remy.loyant@ch-angouleme.fr","MAIL ATTENTE REPONSE",,,
94,"POITOU CHANRENTES","Charente",160000303,"CENTRE HOSPITALIER (H. SUD CHARENTE)",,"ROUTE DE SAINT BONNET","BP 50031",16300,"BARBEZIEUX ST HILAIRE","05 45 78 78 00 ou 76 82",,"snancelpenard@ch-sud-charente.fr","MAIL ATTENTE REPONSE",,,
95,"POITOU CHANRENTES","Charente",160000311,"CTRE HOSPITALIER 'LABAJOUDERIE'",,"RUE DE L'HOPITAL","BP 83",16500,"CONFOLENS","05 45 84 40 00 ou 80","Dr CARRAULT","sec.urgences@ch-confolens.fr
cc.chconf@gmail.com","MAIL ATTENTE REPONSE",,,
96,"POITOU CHANRENTES","Charente",160000337,"CENTRE HOSPITALIER DE RUFFEC",,"15 RUE DE L HOPITAL","BP 71",16700,"RUFFEC","05 45 29 50 00 ou 70","Fabienne COUTY (CDS)","fabienne.couty@ch-ruffec.fr","MAIL ATTENTE REPONSE",,,
97,"POITOU CHANRENTES","Charente",160015368,"CH INTERCOMMUNAL DU PAYS DE COGNAC",,"65 AVENUE D'ANGOULEME","CS 50264 CHATEAUBERNARD",16112,"COGNAC CEDEX","05 45 80 15 15 ou 13 10",,"sec-urgences@ch-cognac.fr
j.el.arabi@ch-cognac.fr","MAIL ATTENTE REPONSE",,,
98,"POITOU CHANRENTES","Charente maritime",170000038,"CENTRE HOSPITALIER JONZAC",,"RUE WINSTON CHURCHILL","BP 109",17503,"JONZAC CEDEX","05 46 48 75 75 poste 4166",,"urgences@ch-jonzac.fr","MAIL ATTENTE REPONSE",,,
99,"POITOU CHANRENTES","Charente maritime",170000087,"GH LA ROCHELLE-RE-AUNIS - LA ROCHELLE",,"RUE DU DR SCHWEITZER",,17019,"LA ROCHELLE CEDEX 1","05 46 45 50 50 ou 27 32 16","Dr Isabelle BOUEX","samu17@ch-larochelle.fr
isabelle.bouex@ch-larochelle.fr","RESURGENCES",,"OUI",
100,"POITOU CHANRENTES","Charente maritime",170000095,"CENTRE HOSPITALIER ST-JEAN D'ANGELY",,"18 AVENUE DU PORT","BP 93",17415,"ST JEAN D ANGELY CEDEX","05 46 59 50 04 ou 15","Dr O ADI","secretariat.urgences@ch-angely.fr
othmane.adi@ch-angely.fr","MAIL ATTENTE REPONSE",,,
101,"POITOU CHANRENTES","Charente maritime",170000103,"CTRE HOSP. DE SAINTONGE - SAINTES",,"11 BOULEVARD AMBROISE PARE","BP 10326",17108,"SAINTES CEDEX","05 46 95 15 15 ou 49","Dr A DELHOMME","urgences@ch-saintonges.fr
a.delhomme@ch-saintonges.fr","MAIL ATTENTE REPONSE",,,
102,"POITOU CHANRENTES","Charente maritime",170000129,"CENTRE HOSPITALIER ROYAN",,"CENTRE HOSPITALIER","BP 217 C",17205,"ROYAN CEDEX","05 46 39 52 52 ",,,"MAIL ATTENTE REPONSE",,,
103,"POITOU CHANRENTES","Charente maritime",170000152,"CENTRE HOSPITALIER ROCHEFORT",,"1 AVENUE BELIGON","BP 30009",17301,"ROCHEFORT SUR MER CEDEX","05 46 88 50 50 ou 00","Dr Roger TAP","sec.urgences@ch-rochefort.fr
roger.tap@ch-rochefort.fr","NON INFORMATISE",,"OUI","partiellement (administratif uniquement)"
104,"POITOU CHANRENTES","Charente maritime",170022065,"GCS URGENCES PAYS ROYANNAIS - ROYAN",,"CENTRE HOSPITALIER","BP 217 C",17205,"ROYAN CEDEX","05 46 39 52 52 ",,,,,,"
"
105,"POITOU CHANRENTES","Charente maritime",170022818,"GCS URGENCE PAYS ROYANNAIS -ST GEORGES",,"2 BOULEVARD DE LATTRE DE TASSIGNY",,17110,"ST GEORGES DE DIDONNE","05 46 05 07 94 ",,,,,,
106,"POITOU CHANRENTES","Charente maritime",170022826,"GCS URGENCES PAYS ROYANNAIS - PASTEUR",,"222 AVENUE DE ROCHEFORT",,17200,"ROYAN","05 46 22 22 22 ",,,,,,
1,"RHONE ALPES","Ain",10000024,"CH FLEYRIAT",,"900 ROUTE DE PARIS","BP 401 VIRIAT",1012,"BOURG EN BRESSE CEDEX","04 74 45 46 47 ","Dr Ali ESANDANIAN","aeskandanian@ch-bourg01.fr","MAIL ATTENTE REPONSE",,,
2,"RHONE ALPES","Ain",10000032,"CH DOCTEUR RECAMIER BELLEY",,"52 RUE GEORGES GIRERD","BP 139",1300,"BELLEY","04 79 42 59 59 ou 58 13","Dr Oliver DEBAS","sec-urg@ch-belley.fr
olivier.DEBAS@ch-belley.fr","MAIL ATTENTE REPONSE",,,
3,"RHONE ALPES","Ain",10005239,"CH DU HAUT BUGEY SITE GEOVREISSET",,"1 ROUTE DE VEYZIAT","BP 818",1108,"OYONNAX CEDEX","04 74 73 10 01 OU 77 22","Dr A DECROIX","cadre.urg@ch-hautbugey.fr
a.decroix@ch-hautbugey.fr","CORA",,"OUI",
4,"RHONE ALPES","Ain",10780195,"CLINIQUE CONVERT",,"62 AVENUE DE JASSERON","BP 132",1000,"BOURG EN BRESSE","04 74 45 64 45 ",,,,,,
5,"RHONE ALPES","Ain",10780203,"CLINIQUE MUTUALISTE AMBÃ‰RIEU EN BUGEY",,"EN PRAGNAT NORD","BP 611",1506,"AMBERIEU EN BUGEY CEDEX","04 74 38 95 95 OU 50","Dr P PAGET","v.bellaton@cm-amberieu.fr
docteur.philippe.paget@gmail.com","CRISTALNET-DMU",,"OUI",
34,"RHONE ALPES","Ardèches",70000013,"CH DES VALS D'ARDÃˆCHE",,"2 AVENUE PASTEUR","BP 707",7007,"PRIVAS CEDEX","04 75 20 20 00 ","Dr M WAHICHE","m.gaye@ch-privas.fr
m.wahiche@ch-privas.fr","MAIL ATTENTE REPONSE",,,
35,"RHONE ALPES","Ardèches",70000179,"CH D'ARDÃˆCHE NORD",,"RUE DU BON PASTEUR","BP 119",7103,"ANNONAY CEDEX","04 75 67 35 00 ","Dr B BEDOCK","bbedock@ch-annonay.fr","MAIL ATTENTE REPONSE",,,
36,"RHONE ALPES","Ardèches",70000609,"CH D'AUBENAS",,"14 AVENUE DE BELLANDE",,7205,"AUBENAS CEDEX","04 75 35 60 60 ou 23","Dr Y MEISSIREL","urgencessecretariat@ch-ardeche-meridionale.fr
yves.meissirel@ch-ardeche-meridionale.fr","MAIL ATTENTE REPONSE",,,
37,"RHONE ALPES","Ardèches",70780424,"CLINIQUE PASTEUR",,"294 BOULEVARD GENERAL DE GAULLE","BP 209",7500,"GUILHERAND GRANGES","08 26 30 07 26 ",,"hpda.communication@gsante.fr","EXPERT SANTE",,"OUI",
